0.948,1.025,1.015
0.882,0.908,1.025
0.985,1.102,1.226
0.78,1.042,1.093
0.892,0.954,1.051
0.983,0.834,1.081
1.096,0.926,1.092
1.009,1.119,1.141
0.984,1.078,0.962
0.872,1.014,1.241
0.865,0.982,1.079
0.857,0.933,1.212
1.077,0.882,1.097
0.96,1.009,1.107
1.028,0.929,0.959
1.031,1.006,1.027
0.943,1.048,1.076
0.924,0.969,1.085
0.939,1.108,1.133
1.075,0.976,1.169
0.852,0.985,1.223
0.87,0.823,0.965
0.912,0.849,0.96
1.037,0.933,1.135
0.912,0.978,1.031
0.994,0.901,1.186
1.022,1.028,0.995
0.779,0.886,0.927
0.875,0.913,1.104
1.127,0.852,1.015
0.841,1.02,1.095
0.923,0.971,0.953
0.965,0.93,1.136
0.994,0.876,0.999
0.855,0.908,1.03
0.895,1.01,1.093
1.095,0.876,0.884
0.899,0.94,1.026
1.005,0.878,0.883
0.975,0.905,1.066
1.076,0.972,1.027
0.854,0.782,0.985
0.766,1.092,1.105
0.966,0.892,1.134
1.047,1.058,1.037
0.948,0.994,1.138
1.064,0.922,1.062
0.917,0.951,0.965
0.923,1.013,1.025
0.929,0.983,1.03
0.981,0.877,1.126
0.916,1.094,1.173
0.958,1.051,1.015
1.061,0.89,0.995
1.075,0.9,1.025
0.996,0.999,1.08
1.094,1.07,1.041
1.041,0.922,1.121
0.98,0.988,0.923
1.071,0.986,0.891
1.013,1.005,0.912
0.934,1.029,1.23
0.92,1.015,1.133
0.794,0.953,0.9
0.926,0.942,1.413
1.193,1.063,1.357
1.066,1.014,1.425
1.214,1.079,1.516
1.183,1.124,1.595
1.162,1.182,1.376
1.068,1.094,1.26
1.315,1.024,1.556
1.042,1.14,1.43
1.198,1.093,1.482
1.223,0.886,1.422
1.052,1.117,1.333
0.972,1.185,1.152
1.011,0.984,1.131
0.99,1.05,1.142
0.951,1.136,1.212
1.033,0.993,1.224
0.999,0.942,1.157
1.062,0.949,1.143
1.014,1.102,1.05
0.961,1.021,1.113
0.986,1.145,1.038
0.977,1.06,1.083
0.948,0.964,1.117
0.973,1.021,1.05
0.961,0.838,1.149
0.972,1.02,1.019
0.913,0.958,1.05
1.031,1.027,1.061
0.983,0.914,1.112
0.919,0.931,0.975
0.987,0.963,1.14
1.018,0.892,1.101
0.918,0.968,1.149
1.004,0.952,1.053
0.999,1.198,1.098
0.927,1.025,1.02
1.137,0.975,1.123
0.928,0.957,0.96
0.938,0.983,0.99
0.996,0.951,0.97
0.989,0.83,0.932
0.943,1.027,0.913
1.049,0.999,1.071
1.045,0.837,1.157
1.011,0.901,1.188
0.855,1.152,1.181
1.005,0.958,1.028
0.979,1.004,1.206
0.935,0.962,1.173
0.994,1.046,1.065
1.156,0.986,1.054
0.902,0.983,1.048
0.91,0.85,1.225
0.984,1.006,1.097
1.054,1.015,1.274
1.14,0.967,1.191
0.855,0.995,1.191
1.057,1.007,1.115
0.893,0.892,1.096
0.954,1.075,1.113
0.945,1.072,0.932
0.827,0.949,0.994
0.983,0.867,0.988
0.884,1.002,1.009
0.946,1.177,0.984
0.989,0.932,1.061
0.978,0.953,0.994
0.946,0.998,1.065
0.743,0.909,1.026
1.004,1.006,0.945
1.004,1.041,1.081
1.029,0.974,1.067
1.141,0.873,1.012
0.883,1.073,1.093
0.942,0.915,0.973
0.864,0.941,0.886
1.053,1.051,0.985
1.065,0.864,1.092
1.122,1.029,1.03
1.135,1.01,1.011
0.848,1.017,1.139
1.238,0.971,1.031
1.086,1.061,1.015
0.956,0.914,1.032
1.002,0.869,1.11
1.067,1.052,1.027
1.019,0.994,1.171
0.945,0.901,1.221
0.99,1.12,0.87
1.04,0.965,0.966
1.095,1,1.247
0.995,0.846,0.995
0.902,0.966,1.011
1.112,0.971,1.12
1.075,0.861,1.097
1.024,1.058,1.066
0.964,1.024,1.153
1.092,0.885,1.136
0.892,0.895,0.861
0.943,0.893,1.058
0.898,1.097,1.055
1.057,1.091,0.988
0.938,0.987,1.05
1.047,1.061,1.034
1.057,0.994,0.957
0.907,1.006,0.869
0.941,0.97,0.999
0.848,0.869,1.164
0.874,1.082,1.142
1.019,0.83,1.169
1.026,1.076,0.984
0.821,0.992,0.984
0.824,1.071,0.991
0.77,0.905,1.022
0.981,0.868,0.835
0.869,0.995,1.104
1.042,0.926,1.057
0.915,1.033,0.997
0.997,0.863,1.02
1.156,0.964,1.096
0.884,1,1.087
1.087,1.054,1.051
1.035,0.797,1.115
0.906,0.848,1.159
0.907,0.922,1.018
0.909,0.911,1.073
1.004,1.078,0.962
1.065,1.147,0.973
1.041,1.006,1.009
1.053,1.049,1.053
1.031,0.86,1.069
0.835,0.93,0.958
0.786,0.781,1.145
1.046,0.9,0.91
0.808,1.074,1.019
0.913,0.956,1.104
0.943,0.952,0.982
1.087,0.935,1.057
0.867,0.941,0.882
0.993,0.971,1.027
0.989,0.947,1.253
0.914,0.841,1.011
1.017,1.042,1
0.817,0.903,0.942
0.843,0.92,1.014
1.127,0.955,0.949
1.003,0.865,1.063
0.894,0.977,1.078
1.063,0.937,1.247
1.049,1.016,1.361
1.172,1.154,1.655
1.109,1.141,1.539
1.067,0.914,1.583
1.203,1.111,1.503
1.132,1.091,1.341
1.038,1.002,1.413
1.117,1.066,1.753
1.095,1.189,1.367
1.013,1.177,1.28
0.907,1.104,1.351
1.159,1.064,1.062
1.117,0.96,1.113
1.111,1.09,1.085
0.963,1.06,1.305
1.193,1.168,1.041
0.99,1,1.042
1.305,0.988,1.067
1.104,0.999,1.051
0.925,1.061,1.231
1.013,1.03,0.98
1.16,0.961,0.978
1.032,1.065,1.092
1.072,1.139,1.141
0.962,1.105,1.236
0.945,0.889,1.062
0.92,1.046,1.011
0.897,1.122,0.969
0.928,0.995,0.974
0.91,0.987,1.165
1.016,0.971,1.168
0.857,0.956,1.137
0.951,0.956,0.909
0.886,1.05,1.053
1.131,1.008,0.96
0.981,1.062,0.915
1.078,1.06,1.169
1.331,1.109,1.464
1.108,1.093,1.592
1.134,0.928,1.672
1.203,1.144,1.535
1.092,1.233,1.629
1.247,1.079,1.545
1.291,1.138,1.386
1.193,1.04,1.351
1.066,1.201,1.394
1.037,0.997,1.224
1.025,1.087,1.177
1.058,0.883,1.202
1.173,1.184,1.188
1.056,0.987,1.233
0.884,0.911,1.335
0.946,1.05,1.224
0.942,1.088,1.097
1.066,1.019,1.042
0.937,1.131,1.241
0.886,0.914,1.276
1.024,1.006,1.273
1.033,1.026,1.006
1.129,1.019,1.047
1.054,0.964,1.084
1.078,1.042,1.136
0.931,0.955,1.165
0.98,1.035,1.164
0.966,0.969,0.999
0.943,0.959,1.071
1.183,1.181,1.114
0.999,1.061,1.047
0.908,1.057,1.147
1.01,1.102,1.101
1.038,0.987,1.159
0.898,0.812,0.949
0.896,0.922,1.224
1.051,1.06,1.117
1.028,1.078,1.006
0.944,0.938,1.162
0.962,1.065,1.088
1.028,0.975,1.153
1.009,1.122,1.134
0.921,1.016,0.974
1.187,0.974,0.986
1.092,1.047,1.205
0.906,0.936,1.152
0.947,1.116,0.967
0.927,0.941,1.058
1.109,1.092,1.095
0.954,0.971,1.031
0.943,1.067,1.042
0.949,0.963,1.082
1.009,1.016,1.009
1.046,1.132,1.02
1.045,0.973,1.166
1.055,0.915,1.183
0.996,0.902,0.996
1.019,1.001,1.184
0.85,0.965,0.96
0.855,1.032,0.937
0.924,0.961,0.968
0.78,0.906,1.104
1.1,1.025,1.077
1.034,0.985,1.117
0.821,0.9,1.128
0.868,1.024,1.03
1.053,1.051,0.984
1.002,1.027,1.159
0.918,1.032,1.125
1.084,1.046,1.081
0.995,0.965,1.023
1.028,1.026,1.146
0.985,1.002,1.188
0.872,0.995,1.146
0.847,0.833,0.99
0.875,1.045,1.171
0.939,1.017,0.999
0.974,0.876,1.16
1.006,1.046,0.996
0.92,1.079,1.02
1.044,1.048,1.133
0.913,1.024,1.217
0.997,0.954,1.128
0.87,0.99,1.03
0.998,1.047,1.109
1.01,0.95,1.09
0.986,0.896,1.06
0.993,1.099,1.118
0.906,1.093,1.048
1.103,1.017,1.192
1.006,0.969,1.09
0.981,0.994,1.05
1.051,1.014,1.11
0.961,1.077,0.929
1.044,1.054,0.985
1.013,0.878,1.044
0.926,1.169,1.264
0.955,0.848,1.073
0.964,0.969,1.01
1.073,1.076,0.724
0.985,0.984,1.193
1.019,0.885,0.969
1.15,0.982,1.202
0.95,0.967,1.097
1.099,0.936,1.057
1.015,0.966,1.103
1.133,1.092,1.05
1.205,0.987,1.048
0.87,1.123,1.148
0.882,0.991,0.993
1.068,1.034,0.969
1.081,0.886,1.073
0.957,0.87,1.235
1.049,1.026,1.092
1.194,1.101,1.484
1.144,1.157,1.383
0.979,1.04,1.411
1.142,1.038,1.421
1.17,1.072,1.549
1.213,0.959,1.545
1.157,0.966,1.377
1.16,1.018,1.227
1.2,1.021,1.478
1.079,1.089,1.477
1.029,0.953,1.25
1.212,0.998,1.154
1.319,1.006,1.302
1.283,1.017,1.415
0.98,1.018,1.272
1.028,1.11,1.261
1.085,1.029,1.051
1.329,1.097,1.056
0.977,0.884,1.16
1.101,1.178,1.324
1.128,1.011,1.107
1.13,0.937,0.976
1.006,0.827,1.062
1.034,1.044,1.138
1.092,1.021,1.117
0.965,1.039,1.104
0.898,0.946,1.015
0.989,1.015,1.04
0.977,0.962,1.118
0.937,0.966,1.09
1.08,0.969,1.136
1.167,0.921,0.99
0.997,0.974,1.104
1.023,1.092,0.995
1.317,0.878,1.12
1.099,0.916,1.285
0.93,0.956,1.175
1.027,1.048,1.189
0.902,1.028,1.141
1.308,0.915,1.246
1.076,0.936,1.044
1.049,0.881,1.073
0.869,1.064,0.974
1.042,1.029,1.095
0.803,0.967,0.884
1.095,0.967,1.181
1.042,0.98,1.051
1.111,1.05,1.143
0.907,0.898,0.882
0.982,1.046,1.256
0.851,0.959,1.061
1.029,0.966,1.426
1.206,1.119,1.487
1.155,0.968,1.546
1.273,1.073,1.498
1.204,1.061,1.483
1.38,1.184,1.543
1.373,1.274,1.446
1.165,1.039,1.505
1.233,1.018,1.406
1.099,1.143,1.458
1.103,0.971,1.155
1.063,1.026,1.296
1.115,1.127,1.224
1.12,1.158,1.291
1.002,1.044,1.099
1.059,0.947,0.968
1.178,0.87,1.019
0.993,0.957,1.122
0.933,1.031,1.128
0.969,1.055,1.101
0.97,0.99,1.16
0.924,0.966,1.145
0.966,0.991,1.096
0.984,0.991,0.972
0.985,1,1.247
1.146,0.958,1.055
0.991,1.05,1.149
1.023,0.889,0.971
1.057,0.961,1.002
0.9,1.019,1.047
0.97,0.952,1.058
0.96,0.924,0.936
0.992,0.986,1.033
1.111,1.002,1.125
0.921,1.069,1.061
0.936,0.943,1.129
1.062,1.014,1.533
0.991,0.96,1.066
1.154,1.008,1.074
1.096,0.931,1.215
0.989,0.94,1.058
0.965,0.973,1.05
0.895,0.807,1.076
1.126,0.879,1.079
0.971,0.997,1.152
0.948,1.084,1.167
0.991,1.021,1.058
0.958,0.971,1.151
0.938,0.934,1.086
1.051,1.066,0.962
0.882,0.917,1.047
0.92,0.962,1.081
1.053,0.999,0.972
0.95,1,0.99
1.004,1.035,0.981
1.133,0.985,1.368
1.111,1.008,1.038
1,1.03,1.195
1.019,0.978,1.218
1.164,0.92,1.056
0.887,0.869,1.012
1.088,1.064,1.079
1.083,0.867,1.3
1.12,0.93,1.027
1.066,1.035,1.111
0.991,0.942,1.105
